,Member No_,Total_Lifetime_Spending,Correct_Category_Member,Num_of_Win,Num_of_Drop,Number_of_purchases,Discount_code_usage_count,Avg_Days_Between_Transactions,Gender,Age_Group,Store_No.,Purchase_Type,Customer_Type,churn
0,98000030,20655000,Bronze,0,0,11,1,38.46875,Male,25-34 Years,HN,Gift to Others,Individual,0
1,13484932,27830000,Silver,1,0,5,0,46.42857143,Female,18-24 Years,HCM,For Self,Individual,1
2,92000058,43576000,Silver,2,1,6,8,290.1428571,Male,Unknown,HN,For Self,Individual,0
3,193000015,22744500,Bronze,0,0,10,3,127.7,Female,Unknown,HN,For Self,Individual,0
4,199000026,24720000,Silver,1,0,4,0,15.75,Female,Unknown,HCM,For Self,Individual,1
5,1071002083,21766000,Silver,1,0,4,1,73.5,Male,45-54 Years,HN,Gift to Others,Individual,1
6,1075025850,80700000,Gold,2,0,3,0,2.0,Male,45-54 Years,HN,Gift to Others,Individual,1
7,1085018964,34824500,Silver,1,0,4,9,376.5,Male,35-44 Years,HN,For Self,Individual,0
8,1088025569,67047000,Gold,2,0,17,0,29.36842105,Male,35-44 Years,HN,Gift to Others,Individual,1
9,1090029014,23990000,Silver,1,0,3,0,70.0,Male,25-34 Years,HN,For Self,Individual,1
10,1091006426,69521000,Gold,2,0,4,0,106.25,Male,25-34 Years,HN,Gift to Others,Individual,1
11,1091014957,31520000,Silver,1,0,2,0,1.0,Male,25-34 Years,HN,Unknown,Unknown,1
12,1093003522,48040000,Silver,1,0,2,0,515.0,Female,25-34 Years,HN,Gift to Others,Individual,0
13,1093021511,44603000,Silver,1,0,4,7,155.75,Male,25-34 Years,HN,Gift to Others,Individual,0
14,1094003534,28190000,Silver,1,0,4,2,63.75,Female,25-34 Years,HN,For Self,Individual,0
15,1094019025,22010000,Silver,1,0,2,0,9.0,Male,Unknown,HN,Gift to Others,Individual,1
16,1095008966,20743000,Silver,1,0,2,0,28.5,Male,25-34 Years,HCM,Gift to Others,Individual,1
17,1095017609,21516000,Silver,1,0,3,0,75.33333333,Male,25-34 Years,HN,Gift to Others,Individual,1
18,1096004819,59318500,Silver,1,0,3,5,220.0,Male,18-24 Years,HN,Gift to Others,Individual,0
19,1098000841,43533000,Silver,1,0,6,1,127.8333333,Male,25-34 Years,HN,Gift to Others,Individual,0
20,1098030002,29580000,Silver,1,0,5,6,24.6,Male,25-34 Years,HN,Gift to Others,Individual,0
21,1099027290,21840000,Silver,1,0,2,0,151.0,Male,18-24 Years,HN,Gift to Others,Individual,1
22,1160010985,39428000,Gold,1,0,3,0,34.33333333,Female,45-54 Years,HCM,For Self,Individual,1
23,1164000899,54530000,Bronze,1,1,2,9,534.5,Female,35-44 Years,HN,For Self,Individual,1
24,1168007913,28319000,Silver,1,0,5,0,39.6,Female,25-34 Years,HN,For Self,Individual,1
25,1169018147,26304000,Silver,1,0,4,10,94.25,Female,More than 55,HN,Gift to Others,Individual,0
26,1170002497,20170000,Silver,1,0,4,0,25.75,Female,35-44 Years,HN,For Self,Unknown,1
27,11700026646,29803800,Silver,1,0,2,0,14.0,Female,Unknown,HCM,For Self,Individual,1
28,1170003961,65091000,Silver,1,0,4,0,110.25,Female,35-44 Years,HN,For Self,Individual,1
29,1170005239,24440000,Silver,1,0,2,0,82.0,Female,35-44 Years,HN,For Self,Individual,1
30,1170015374,21800000,Silver,1,0,2,0,1.5,Female,35-44 Years,HN,For Self,Unknown,1
31,117008886,33425000,Silver,1,0,2,0,235.5,Female,25-34 Years,HN,For Self,Individual,1
32,1171002229,23700000,Silver,1,0,2,0,8.0,Female,35-44 Years,HN,For Self,Individual,1
33,1172000962,35270000,Silver,1,0,2,0,3.0,Female,35-44 Years,HN,For Self,Individual,1
34,1172002191,21490000,Silver,1,0,3,1,70.25,Female,Unknown,HN,For Self,Individual,1
35,1172015712,32166000,Silver,1,0,2,0,44.5,Female,35-44 Years,HN,For Self,Individual,1
36,1172017914,44749000,Silver,1,0,14,0,15.42857143,Female,45-54 Years,HN,For Self,Individual,1
37,1173012970,147519500,Silver,1,1,11,0,50.08333333,Female,35-44 Years,HCM,For Self,Individual,1
38,1175003598,24037600,Silver,1,0,5,0,69.8,Unknown,25-34 Years,HN,For Self,Individual,1
39,1175003622,34350000,Silver,1,0,4,7,220.0,Female,35-44 Years,HN,Gift to Others,Individual,0
40,1176000961,20294000,Silver,1,0,5,0,40.8,Female,45-54 Years,HN,For Self,Individual,1
41,1176003948,34180000,Bronze,0,0,16,0,136.5625,Female,35-44 Years,HN,For Self,Individual,0
42,1176004665,43438000,Silver,1,0,3,0,9.0,Female,35-44 Years,HN,Unknown,Individual,1
43,1176009603,36268000,Silver,1,0,8,0,140.125,Male,35-44 Years,HCM,Gift to Others,Individual,1
44,1176009864,40935000,Silver,1,0,5,8,331.6,Female,35-44 Years,HN,For Self,Individual,0
45,1176011466,20940000,Silver,1,0,2,0,35.5,Female,35-44 Years,HN,For Self,Individual,1
46,1176023319,112889500,Gold,3,1,18,4,49.38888889,Female,25-34 Years,HCM,For Self,Individual,0
47,1177008182,107013300,Silver,2,1,12,11,81.5,Female,35-44 Years,HN,For Self,Company,0
48,1178000069,49620000,Silver,1,0,6,0,17.75,Female,35-44 Years,HN,For Self,Individual,1
49,1178004323,55950000,Gold,2,0,2,0,110.0,Female,35-44 Years,HCM,For Self,Individual,1
50,1178005208,52162000,Gold,1,0,2,13,171.0,Female,45-54 Years,HN,For Self,Individual,0
51,1178005680,21136000,Silver,1,0,1,1,236.5,Female,25-34 Years,HN,For Self,Individual,1
52,1179010803,21926000,Bronze,1,1,2,2,284.5,Female,35-44 Years,HCM,For Self,Individual,1
53,1179020432,34170000,Silver,1,0,3,0,119.0,Female,Unknown,HN,For Self,Individual,1
54,1179021756,48945000,Bronze,0,0,10,3,155.6,Female,35-44 Years,HCM,For Self,Individual,0
55,1180003300,40257000,Silver,1,0,2,10,385.0,Female,35-44 Years,HN,For Self,Individual,0
56,1180015344,22740000,Silver,1,0,3,0,82.66666667,Female,25-34 Years,HCM,For Self,Individual,1
57,1180036025,29322000,Silver,1,0,3,0,11.66666667,Female,25-34 Years,HN,For Self,Individual,1
58,1182003550,80248500,Silver,1,0,14,3,66.07142857,Female,25-34 Years,HN,For Self,Individual,0
59,1182008888,21300000,Silver,1,0,2,0,3.5,Female,35-44 Years,HN,For Self,Individual,1
60,1182026666,97636200,Silver,2,1,21,7,78.28571429,Female,35-44 Years,HN,For Self,Individual,0
61,1182027587,23720000,Silver,1,0,4,0,64.0,Female,35-44 Years,HCM,For Self,Individual,1
62,1183001360,31441000,Silver,1,0,5,14,230.8,Female,35-44 Years,HN,For Self,Individual,0
63,1183001637,29584000,Silver,1,0,5,0,72.8,Unknown,35-44 Years,HN,For Self,Individual,1
64,1183006975,184693500,Silver,4,2,16,38,75.21052632,Female,25-34 Years,HN,For Self,Individual,0
65,1183011857,38180000,Silver,1,0,2,0,2.5,Female,25-34 Years,HN,For Self,Company,1
66,1183015770,139313500,Bronze,3,3,16,0,111.875,Female,25-34 Years,HN,For Self,Individual,0
67,1183021787,20590000,Silver,1,0,3,0,46.0,Female,35-44 Years,HN,For Self,Company,1
68,1183021924,77641000,Bronze,2,2,21,3,85.14285714,Female,35-44 Years,HN,For Self,Individual,0
69,1184000852,21230000,Silver,1,0,2,3,157.5,Female,25-34 Years,HN,For Self,Individual,1
70,1184001058,20380000,Silver,1,0,2,0,135.0,Female,35-44 Years,HN,For Self,Individual,1
71,1184001128,66041000,Silver,1,0,5,9,197.6,Female,25-34 Years,HN,For Self,Individual,0
72,1184002234,80402000,Silver,2,1,14,5,103.0,Female,25-34 Years,HN,For Self,Individual,1
73,1184003147,30671000,Silver,1,0,4,16,36.5,Unknown,35-44 Years,HN,For Self,Individual,0
74,1184021706,31501000,Bronze,0,0,11,2,124.4545455,Female,25-34 Years,HN,For Self,Individual,0
75,1185000565,21709600,Silver,1,0,3,8,105.0,Female,35-44 Years,HN,For Self,Individual,1
76,1185003950,27597600,Silver,1,0,3,0,42.66666667,Female,35-44 Years,HN,For Self,Individual,1
77,118500558,23370000,Silver,1,0,2,0,2.0,Female,25-34 Years,HN,For Self,Individual,1
78,1185008590,132600500,Bronze,2,1,12,19,74.91666667,Female,25-34 Years,HN,For Self,Individual,0
79,1185011076,25316000,Silver,1,0,2,0,58.5,Female,25-34 Years,HN,For Self,Individual,1
80,1185011331,36709000,Bronze,1,1,13,3,88.46153846,Female,35-44 Years,HCM,For Self,Individual,0
81,1186011311,22826000,Silver,1,0,7,6,47.57142857,Female,25-34 Years,HCM,For Self,Individual,1
82,1186014601,23340000,Silver,1,0,2,0,62.0,Female,25-34 Years,HN,For Self,Individual,1
83,1187008289,22431000,Silver,1,0,11,10,39.90909091,Female,35-44 Years,HN,For Self,Individual,0
84,1187009374,50417000,Bronze,1,1,13,9,156.0,Female,Unknown,HN,For Self,Individual,0
85,1187016294,47970000,Silver,1,0,3,0,188.6666667,Female,35-44 Years,HN,For Self,Individual,1
86,1187018446,20045000,Silver,1,0,3,0,34.5,Female,Unknown,HN,For Self,Unknown,1
87,1187020948,55862000,Gold,2,0,3,7,62.66666667,Female,35-44 Years,HN,For Self,Individual,1
88,1187022343,22496000,Silver,1,0,3,0,48.66666667,Female,35-44 Years,HN,Gift to Others,Individual,1
89,1187024643,64846500,Silver,1,0,12,5,53.33333333,Female,Unknown,HCM,For Self,Individual,0
90,1187026184,30008000,Silver,1,0,6,0,85.28571429,Female,25-34 Years,HN,For Self,Individual,1
91,1187032118,23584300,Silver,1,0,7,1,57.0,Female,25-34 Years,HN,For Self,Individual,1
92,1188005755,45862997,Silver,1,0,3,1,167.3333333,Female,35-44 Years,HN,For Self,Individual,1
93,1188013417,30850000,Silver,1,0,5,3,361.6,Female,Unknown,HN,For Self,Individual,1
94,1188013733,31158500,Silver,1,0,3,0,17.66666667,Female,Unknown,HN,For Self,Individual,1
95,1188019323,22400000,Silver,1,0,2,0,17.0,Female,25-34 Years,HCM,For Self,Individual,1
96,1188023659,67267000,Gold,2,0,6,0,78.66666667,Female,25-34 Years,HN,For Self,Individual,1
97,1188023767,19740000,Silver,1,0,2,0,9.0,Female,25-34 Years,HN,For Self,Individual,1
98,1188118888,26980000,Silver,1,0,4,0,82.25,Female,35-44 Years,HN,For Self,Individual,1
99,1189001300,47448000,Silver,1,0,14,0,111.2857143,Female,35-44 Years,HN,For Self,Individual,1
100,1189001800,49109000,Silver,1,0,5,3,147.0,Female,25-34 Years,HN,For Self,Individual,1
101,1189007540,112379000,Bronze,3,2,13,6,150.6923077,Female,25-34 Years,HN,For Self,Individual,0
102,1189008840,36024150,Bronze,0,0,23,4,73.73913043,Female,Unknown,HN,Gift to Others,Individual,0
103,1189033030,23440000,Silver,1,0,2,3,94.0,Female,25-34 Years,HN,For Self,Individual,1
104,1189048492,20153000,Silver,1,0,2,8,181.5,Female,25-34 Years,HN,For Self,Individual,0
105,1190000267,30650000,Silver,1,0,3,0,125.3333333,Female,25-34 Years,HN,For Self,Individual,1
106,1190013852,79597000,Gold,2,0,7,1,239.0,Female,25-34 Years,HN,For Self,Individual,0
107,1190018738,20320000,Silver,1,0,3,0,40.0,Female,25-34 Years,HCM,For Self,Individual,1
108,1190019387,50806000,Silver,1,0,12,21,38.0,Female,25-34 Years,HN,For Self,Individual,0
109,1190029489,31916000,Silver,1,0,2,6,86.5,Female,35-44 Years,HN,Gift to Others,Company,1
110,1191007419,30650000,Silver,1,0,2,0,2.5,Female,25-34 Years,HN,For Self,Individual,1
111,1191009136,50349000,Silver,1,0,6,18,170.0,Female,25-34 Years,HN,For Self,Individual,0
112,1191017459,26138600,Silver,1,0,8,0,64.75,Female,25-34 Years,HN,For Self,Individual,1
113,1192001586,33100000,Bronze,0,0,12,3,137.4166667,Female,25-34 Years,HN,For Self,Individual,0
114,1192011400,126663500,Bronze,2,1,12,39,112.5384615,Female,Unknown,HN,For Self,Individual,0
115,1192019466,49416500,Silver,2,1,12,3,62.08333333,Female,25-34 Years,HN,For Self,Individual,0
116,1193047402,30620000,Silver,1,0,2,8,147.5,Female,25-34 Years,HN,For Self,Individual,0
117,1194000110,28290000,Silver,1,0,3,0,8.0,Female,25-34 Years,HN,For Self,Unknown,1
118,1194002644,34531000,Silver,1,0,4,4,147.0,Female,18-24 Years,HN,For Self,Individual,0
119,1194003275,30091000,Silver,1,0,4,11,253.5,Female,25-34 Years,HN,For Self,Individual,0
120,1194006381,68419500,Gold,2,0,23,27,38.44827586,Female,25-34 Years,HN,For Self,Individual,0
121,1194008899,35340000,Silver,1,0,12,1,135.4166667,Female,25-34 Years,HN,For Self,Individual,0
122,1194009208,17601000,Silver,1,0,2,0,21.0,Female,25-34 Years,HN,For Self,Individual,1
123,1194016343,31510000,Silver,1,0,2,9,320.5,Female,25-34 Years,HN,For Self,Individual,0
124,1194036966,66165000,Gold,2,0,6,18,79.66666667,Female,18-24 Years,HN,For Self,Individual,0
125,1195000217,98827800,Gold,3,1,9,11,156.4444444,Female,18-24 Years,HN,For Self,Individual,1
126,1195002640,59982000,Bronze,1,1,12,6,78.64285714,Female,25-34 Years,HN,For Self,Individual,0
127,1195003863,38108000,Silver,1,0,4,0,1.0,Female,25-34 Years,HN,For Self,Individual,1
128,1195005071,24550000,Silver,1,0,2,0,72.0,Female,25-34 Years,HN,For Self,Individual,1
129,1195006358,39880000,Silver,1,0,2,0,520.0,Female,25-34 Years,HN,For Self,Individual,1
130,1195009290,26879000,Silver,1,0,5,27,163.1666667,Female,25-34 Years,HN,For Self,Individual,0
131,1195012947,23679000,Silver,1,0,3,1,69.33333333,Female,25-34 Years,HN,Gift to Others,Individual,1
132,1195019795,24984000,Silver,1,0,9,4,40.55555556,Female,25-34 Years,HN,For Self,Individual,1
133,1196002456,20523000,Silver,1,0,2,0,99.5,Female,25-34 Years,HN,For Self,Individual,1
134,1196011238,42213000,Silver,1,0,11,27,45.23076923,Female,25-34 Years,HN,Gift to Others,Individual,0
135,1197008403,64480000,Gold,2,0,6,22,34.66666667,Female,25-34 Years,HN,For Self,Individual,1
136,1197012930,22950000,Silver,1,0,2,0,2.5,Female,25-34 Years,HN,For Self,Individual,1
137,1197013112,21740000,Silver,1,0,3,0,30.66666667,Female,18-24 Years,HN,For Self,Individual,1
138,1198001625,39742000,Silver,1,0,9,3,22.88888889,Female,18-24 Years,HN,For Self,Individual,1
139,1198001775,38703000,Gold,1,0,2,0,78.0,Female,18-24 Years,HN,For Self,Individual,1
140,1198004044,40650000,Bronze,1,1,12,3,116.9166667,Female,18-24 Years,HN,For Self,Individual,0
141,1198004400,65783500,Silver,2,1,12,7,61.41666667,Female,18-24 Years,HN,For Self,Company,0
142,1198006811,24513000,Silver,1,0,4,2,89.25,Female,25-34 Years,HN,For Self,Individual,0
143,1198013687,48203000,Bronze,1,1,11,1,123.4545455,Female,18-24 Years,HN,For Self,Individual,0
144,1198015732,27910000,Silver,1,0,9,5,61.44444444,Female,25-34 Years,HN,Gift to Others,Individual,0
145,1198017715,56652000,Bronze,0,0,15,5,145.3333333,Female,18-24 Years,HCM,For Self,Individual,0
146,1198018062,45663800,Silver,1,0,9,0,36.7,Female,18-24 Years,HN,For Self,Individual,1
147,1198019794,29599000,Silver,1,0,3,0,10.33333333,Female,18-24 Years,HN,For Self,Individual,1
148,1198019844,21220000,Silver,1,0,2,4,9.0,Female,25-34 Years,HN,For Self,Individual,1
149,1199000247,34314000,Silver,1,0,7,16,53.0,Female,18-24 Years,HN,For Self,Individual,0
150,1199003389,34181000,Silver,1,0,2,0,80.0,Female,18-24 Years,HN,For Self,Individual,1
151,1199012759,29117000,Silver,1,0,4,10,85.25,Female,18-24 Years,HN,For Self,Individual,0
152,1199013471,124220500,Gold,2,1,9,14,70.77777778,Female,18-24 Years,HN,Gift to Others,Individual,0
153,1199014108,53699000,Bronze,1,1,18,8,224.047619,Female,18-24 Years,HN,For Self,Individual,0
154,1199014374,37600000,Silver,1,0,7,0,4.714285714,Male,18-24 Years,HN,For Self,Individual,1
155,1199016361,23870000,Silver,1,0,4,0,3.333333333,Female,18-24 Years,HN,For Self,Unknown,1
157,1199025999,31458000,Silver,1,0,5,2,145.8,Female,25-34 Years,HN,For Self,Individual,1
158,1199031102,26433000,Silver,1,0,8,4,25.125,Female,18-24 Years,HN,For Self,Individual,0
159,1199031162,20714000,Silver,1,0,5,0,33.2,Female,18-24 Years,HN,For Self,Individual,1
160,1201001971,43161000,Silver,1,0,14,11,46.42857143,Male,18-24 Years,HN,For Self,Individual,0
161,1201012340,21830000,Silver,1,0,2,0,165.5,Male,18-24 Years,HN,Gift to Others,Individual,1
162,1202019739,28163000,Silver,1,0,4,11,13.25,Female,18-24 Years,HN,For Self,Individual,1
163,1205012920,49416000,Silver,1,0,7,10,51.14285714,Female,25-34 Years,HN,For Self,Individual,0
164,1300000316,56320000,Silver,1,0,14,11,161.0,Female,18-24 Years,HN,For Self,Individual,0
165,1300002929,32040000,Silver,1,0,4,0,158.5,Female,Unknown,HN,For Self,Individual,1
166,1300023082,33792000,Gold,1,0,2,0,1.0,Female,25-34 Years,HCM,For Self,Unknown,1
167,1300025988,26002000,Silver,1,0,5,7,123.0,Female,18-24 Years,HN,For Self,Individual,0
168,1301001410,24920000,Silver,1,0,4,1,82.25,Female,18-24 Years,HN,For Self,Individual,0
169,1301001884,27320000,Silver,1,0,3,0,152.3333333,Female,18-24 Years,HN,For Self,Individual,1
170,1301001909,27832000,Silver,1,0,5,0,53.8,Female,18-24 Years,HN,For Self,Individual,1
171,1301004314,152297000,Silver,2,1,11,0,55.08333333,Female,Unknown,HN,For Self,Individual,1
172,1301004863,36414000,Silver,1,0,4,0,3.4,Female,Unknown,HN,For Self,Unknown,1
173,130100689,68826000,Gold,2,0,4,0,27.6,Female,18-24 Years,HN,For Self,Individual,1
174,1301009917,35729000,Gold,1,0,2,0,49.0,Female,18-24 Years,HN,For Self,Individual,1
175,1301012546,22948000,Silver,1,0,3,9,70.0,Female,18-24 Years,HN,For Self,Individual,0
176,1301018298,49743000,Bronze,1,1,5,11,171.6,Female,18-24 Years,HN,For Self,Individual,0
177,1301019549,52965000,Silver,1,0,6,0,227.1666667,Female,Unknown,HCM,For Self,Individual,0
178,1301021561,49742000,Silver,1,0,4,0,84.5,Female,18-24 Years,HN,For Self,Individual,1
179,1302001888,28211000,Silver,1,0,2,3,104.0,Female,18-24 Years,HN,For Self,Individual,0
180,1302003580,28434000,Silver,1,0,3,0,11.66666667,Female,18-24 Years,HN,For Self,Individual,1
181,1302007194,41250000,Silver,1,0,2,0,361.0,Female,18-24 Years,HN,Gift to Others,Individual,1
182,1302016089,63146000,Bronze,1,1,11,1,99.54545455,Female,18-24 Years,HN,For Self,Individual,0
183,1302017557,55200000,Gold,1,0,2,17,89.5,Female,18-24 Years,HN,Gift to Others,Individual,0
184,1302028928,35918000,Silver,1,0,2,1,357.0,Female,18-24 Years,HN,For Self,Individual,1
185,1302038723,26891000,Silver,1,0,3,3,83.66666667,Female,18-24 Years,HN,For Self,Individual,0
186,1303007103,24951000,Silver,1,0,6,5,37.0,Female,Unknown,HN,For Self,Individual,0
187,1303019210,21920000,Silver,1,0,4,0,84.5,Female,18-24 Years,HN,For Self,Individual,1
188,1303019546,31320000,Silver,1,0,3,0,73.66666667,Female,18-24 Years,HN,For Self,Individual,1
189,1303025608,36917000,Bronze,0,0,12,5,124.5,Female,18-24 Years,HN,For Self,Individual,0
190,1303032145,81840500,Gold,2,0,13,16,110.2307692,Female,18-24 Years,HN,For Self,Individual,0
191,1303335592,40745000,Silver,1,0,5,15,8.8,Female,25-34 Years,HN,For Self,Individual,1
192,1304025058,25406000,Silver,1,0,2,2,50.0,Female,18-24 Years,HN,For Self,Individual,1
193,1305009573,98353500,Gold,1,0,8,46,35.375,Female,18-24 Years,HN,For Self,Individual,0
194,1305009999,33684000,Silver,1,0,4,0,58.75,Female,Unknown,HCM,For Self,Individual,1
195,1305012913,48710000,Silver,1,0,3,0,133.0,Female,25-34 Years,HN,For Self,Individual,0
196,1306000341,44622000,Silver,1,0,2,0,1.5,Female,18-24 Years,HN,For Self,Individual,1
197,1307033544,23559000,Silver,1,0,3,9,60.66666667,Female,18-24 Years,HN,For Self,Individual,1
198,217500042,44820000,Silver,1,0,3,5,495.6666667,Female,35-44 Years,HN,Gift to Others,Individual,0
199,2186000013,19820000,Silver,1,0,2,0,88.0,Female,25-34 Years,HN,For Self,Individual,1
200,3601002886,26020000,Silver,1,0,2,9,34.0,Female,18-24 Years,HN,For Self,Individual,1
201,8179000196,22940000,Silver,1,0,2,0,2.0,Female,25-34 Years,HN,For Self,Individual,1
202,8180000117,68003000,Gold,1,0,3,0,65.66666667,Female,Unknown,HCM,For Self,Unknown,1
203,10094000009,53524500,Bronze,1,1,22,1,71.43478261,Female,25-34 Years,HN,For Self,Individual,0
204,10981750,36784500,Silver,1,0,9,0,9.111111111,Female,Unknown,HN,For Self,Individual,1
205,11065577,47515000,Silver,1,0,2,0,157.5,Male,35-44 Years,HCM,For Self,Individual,1
206,11076797,173027000,Gold,2,1,5,0,89.2,Female,45-54 Years,HN,For Self,Individual,1
207,11301000035,63679500,Silver,1,1,5,15,90.8,Female,18-24 Years,HN,For Self,Individual,0
208,11424323,58175000,Gold,2,0,5,0,20.0,Female,35-44 Years,HN,For Self,Individual,1
209,11511961,18870000,Silver,1,0,2,0,140.5,Male,35-44 Years,HN,For Self,Individual,1
210,11516786,58921000,Silver,1,0,2,0,655.0,Male,45-54 Years,HN,Gift to Others,Individual,0
211,11660851,37532000,Silver,1,0,12,5,75.16666667,Female,35-44 Years,HN,For Self,Individual,0
212,11674604,111915000,Gold,2,0,3,0,42.33333333,Female,45-54 Years,HN,For Self,Individual,1
213,11691431,21475000,Silver,1,0,3,0,36.66666667,Female,25-34 Years,HN,For Self,Individual,1
214,11691479,30134000,Silver,1,0,7,0,60.71428571,Female,45-54 Years,HN,For Self,Individual,1
215,11699096,69410000,Bronze,2,1,11,0,130.0,Female,45-54 Years,HN,Gift to Others,Individual,0
216,11701771,26421000,Bronze,1,1,5,3,217.0,Female,45-54 Years,HN,For Self,Individual,1
217,11705908,34900000,Silver,1,0,4,0,84.25,Female,35-44 Years,HN,Gift to Others,Individual,1
218,1175007393,24770000,Silver,1,0,2,0,124.5,Female,35-44 Years,HN,For Self,Individual,1
219,11795643,33010000,Silver,1,0,7,0,287.2857143,Female,35-44 Years,HN,For Self,Individual,0
220,11796184,89316100,Silver,2,1,11,11,127.3636364,Female,Unknown,HN,For Self,Individual,0
221,11796487,27022000,Silver,1,0,3,0,108.3333333,Female,35-44 Years,HN,For Self,Individual,1
222,11800967,61837000,Silver,2,1,8,4,249.25,Female,Unknown,HCM,For Self,Individual,0
223,11801208,33975000,Silver,1,0,3,0,649.3333333,Female,Unknown,HCM,For Self,Individual,1
224,11808212,27390000,Silver,1,0,3,0,21.0,Female,45-54 Years,HN,For Self,Individual,1
225,11820794,65634400,Silver,2,1,22,10,80.18181818,Female,35-44 Years,HCM,Gift to Others,Individual,0
226,11824333115,18643000,Silver,1,0,2,1,70.5,Female,35-44 Years,HN,For Self,Individual,1
227,11828295,42440000,Silver,1,0,7,0,26.625,Female,Unknown,HN,For Self,Individual,1
228,118355367,44183000,Silver,1,0,3,0,112.6666667,Female,35-44 Years,HN,For Self,Individual,1
229,11844839,33420000,Silver,1,0,2,0,9.5,Female,35-44 Years,HN,For Self,Individual,1
230,11865087,94547500,Gold,2,0,13,5,58.0,Female,35-44 Years,HN,For Self,Individual,0
231,11882008,49306000,Silver,1,0,4,2,129.5,Female,35-44 Years,HN,For Self,Individual,1
232,11882236,21309000,Silver,1,0,2,0,114.0,Female,35-44 Years,HN,For Self,Individual,1
235,11893375,45589000,Silver,1,0,6,1,104.1666667,Female,Unknown,HCM,Gift to Others,Individual,1
236,11896687,44930000,Silver,1,0,2,0,267.0,Female,35-44 Years,HN,For Self,Individual,1
237,11899180,75990500,Gold,3,1,5,0,148.0,Female,Unknown,HN,For Self,Individual,1
238,11923965,53600000,Gold,2,0,4,0,12.0,Female,25-34 Years,HN,For Self,Individual,1
239,11929328,20930000,Silver,1,0,5,5,57.6,Female,45-54 Years,HN,For Self,Individual,0
240,11933289,56345500,Silver,2,1,7,0,134.5714286,Female,Unknown,HN,Gift to Others,Individual,1
241,11939531,50788000,Gold,1,0,2,0,1.0,Female,Unknown,HN,For Self,Individual,1
242,11948079,72242000,Silver,2,1,9,22,194.8888889,Female,35-44 Years,HCM,For Self,Individual,0
243,11948262,50376000,Silver,1,0,10,0,160.4,Unknown,35-44 Years,HN,For Self,Individual,1
244,11951114,45414500,Silver,1,1,5,5,77.6,Female,35-44 Years,HN,For Self,Individual,1
245,11962105,51454000,Silver,1,0,8,0,140.25,Female,25-34 Years,HN,Gift to Others,Individual,1
246,11962819,38860000,Silver,1,0,3,0,2.75,Female,Unknown,HN,For Self,Individual,1
247,11971867,35820000,Silver,1,0,4,0,22.75,Female,25-34 Years,HN,For Self,Individual,1
248,11984555,48034000,Silver,1,0,6,0,89.16666667,Female,35-44 Years,HN,For Self,Individual,1
249,11987228,33465000,Silver,1,0,4,12,41.0,Female,35-44 Years,HCM,For Self,Individual,1
250,11997074,18850000,Silver,1,0,2,0,2.0,Female,45-54 Years,HN,For Self,Individual,1
251,12019570,59010000,Silver,2,1,3,0,545.6666667,Female,35-44 Years,HN,For Self,Individual,1
252,12059736,64821500,Silver,1,0,25,0,71.2,Female,35-44 Years,HN,For Self,Individual,1
253,12073525,23175000,Silver,1,0,6,0,28.625,Female,35-44 Years,HN,For Self,Individual,1
254,12086357,148645000,Silver,4,2,25,0,56.30769231,Female,35-44 Years,HN,For Self,Individual,1
255,12110422,18870000,Silver,1,0,2,0,169.0,Male,35-44 Years,HCM,Unknown,Unknown,1
256,12127106,50139000,Silver,1,0,9,0,89.55555556,Female,45-54 Years,HN,For Self,Individual,1
258,12132009,56500000,Silver,1,0,9,0,164.4444444,Female,25-34 Years,HN,Gift to Others,Individual,0
259,12150337,45354500,Silver,1,0,8,0,48.0,Female,Unknown,HN,For Self,Individual,1
260,12163820,34261000,Silver,1,0,4,0,124.75,Female,25-34 Years,HN,For Self,Individual,1
261,12174758,20260000,Silver,1,0,6,0,31.83333333,Female,Unknown,HN,For Self,Individual,1
262,12184134,23532500,Silver,1,0,3,2,82.33333333,Female,35-44 Years,HCM,For Self,Individual,0
263,1219897789,122664500,Silver,1,1,12,0,39.30769231,Female,18-24 Years,HCM,For Self,Individual,1
264,12216092,62466000,Bronze,1,1,14,0,126.0714286,Male,45-54 Years,HN,For Self,Individual,0
265,12243391,20170000,Silver,1,0,2,0,26.5,Female,35-44 Years,HCM,For Self,Individual,1
266,12284167,22036000,Silver,1,0,7,0,7.857142857,Female,35-44 Years,HN,For Self,Individual,1
267,12352683,26365000,Silver,1,0,2,0,87.0,Male,25-34 Years,HN,Gift to Others,Individual,1
268,12407505,25380000,Bronze,0,0,13,1,133.2307692,Female,35-44 Years,HN,For Self,Individual,0
269,12419375,25974400,Bronze,0,0,13,3,120.5384615,Female,25-34 Years,HN,For Self,Individual,0
270,12436107,20770000,Silver,1,0,2,0,178.0,Female,35-44 Years,HN,For Self,Individual,1
271,12448109,41289000,Silver,1,0,9,18,205.8,Female,35-44 Years,HN,For Self,Individual,0
272,12514644,20930000,Silver,1,0,2,0,44.0,Female,Unknown,HN,For Self,Individual,1
273,12551735,37110000,Silver,1,0,3,5,329.6666667,Male,25-34 Years,HN,Gift to Others,Individual,1
274,12558015,77712000,Silver,1,0,16,8,105.4375,Female,25-34 Years,HN,For Self,Individual,0
275,12564246,25477500,Silver,1,0,3,0,88.66666667,Female,35-44 Years,HN,For Self,Individual,1
