,Member No_,Total_Lifetime_Spending,Correct_Category_Member,Num_of_Win,Num_of_Drop,Number_of_purchases,Discount_code_usage_count,Avg_Days_Between_Transactions,Gender,Age_Group,Store_No.,Purchase_Type,Customer_Type,churn
1245,382660105,21425000,Silver,1,0,2,5,39.0,Female,25-34 Years,HCM,For Self,Individual,1
1246,382755421,29520000,Silver,1,0,4,0,82.2,Female,18-24 Years,HCM,For Self,Individual,0
1247,382766074,25896000,Silver,1,0,2,13,25.0,Female,25-34 Years,HCM,For Self,Individual,1
1248,382815696,18440000,Silver,1,0,2,2,35.5,Female,18-24 Years,HCM,For Self,Individual,1
1249,382883034,28687500,Silver,1,0,3,2,108.0,Female,Unknown,HN,For Self,Individual,0
1250,38302000006,37261000,Silver,1,0,5,20,182.6,Female,18-24 Years,HCM,For Self,Individual,0
1251,38302000281,22723000,Silver,1,0,6,7,151.6666667,Female,18-24 Years,HN,For Self,Individual,0
1252,38302000976,27483000,Silver,1,0,5,3,128.8333333,Female,18-24 Years,HN,For Self,Individual,0
1253,38302014206,42231000,Silver,1,0,3,0,6.666666667,Female,18-24 Years,HN,For Self,Individual,1
1254,383024442,29008000,Silver,1,0,4,8,36.75,Female,25-34 Years,HCM,For Self,Individual,1
1255,38303001671,20184000,Silver,1,0,4,0,43.5,Female,18-24 Years,HN,For Self,Individual,1
1256,38303002566,30300000,Silver,1,0,2,0,65.0,Female,18-24 Years,HN,For Self,Individual,1
1257,383133138,16230000,Silver,1,0,2,10,6.0,Female,18-24 Years,HCM,For Self,Individual,1
1258,383280862,82424500,Gold,2,0,12,24,48.75,Female,25-34 Years,HN,For Self,Individual,0
1259,383366858,35990000,Gold,1,0,2,3,129.0,Female,25-34 Years,HN,For Self,Individual,0
1260,383797234,25066000,Silver,1,0,3,1,125.0,Male,25-34 Years,HCM,For Self,Individual,0
1261,384748181,26030000,Silver,1,0,2,7,53.0,Female,25-34 Years,HN,For Self,Individual,0
1262,384881356,36470000,Silver,1,0,2,0,113.5,Female,18-24 Years,HN,For Self,Individual,1
1263,385022900,26173000,Silver,1,1,9,8,47.88888889,Female,45-54 Years,HCM,For Self,Individual,0
1264,385221368,17518000,Bronze,0,0,2,9,62.0,Female,25-34 Years,HN,For Self,Individual,1
1265,385228366,10506000,Bronze,0,0,2,2,59.0,Female,35-44 Years,HCM,For Self,Individual,1
1266,385394723,12488000,Bronze,0,0,6,2,80.33333333,Female,25-34 Years,HCM,For Self,Individual,1
1267,385439821,26650000,Silver,1,0,3,0,4.0,Male,18-24 Years,HCM,Gift to Others,Individual,1
1268,385470409,32396200,Silver,1,0,6,0,88.83333333,Male,Unknown,HN,Gift to Others,Individual,1
1269,385618330,20922900,Bronze,0,0,7,4,59.14285714,Male,35-44 Years,HCM,Gift to Others,Individual,1
1270,385732698,28706000,Silver,1,0,2,5,6.5,Female,18-24 Years,ONLINE,For Self,Individual,1
1271,385838083,32561000,Bronze,1,1,3,11,159.0,Female,45-54 Years,HN,For Self,Individual,1
1272,385860499,22110000,Silver,1,0,2,7,42.5,Female,25-34 Years,HCM,For Self,Individual,0
1273,385942049,8980000,Bronze,0,0,2,1,47.0,Male,25-34 Years,ONLINE,Gift to Others,Individual,1
1274,386192785,9260000,Bronze,0,0,3,1,61.66666667,Female,18-24 Years,HCM,For Self,Individual,1
1275,386208484,27490000,Silver,1,0,2,8,2.0,Female,Unknown,HN,For Self,Individual,1
1276,386267869,16750000,Bronze,0,0,2,5,34.0,Female,18-24 Years,ONLINE,For Self,Individual,1
1277,386285050,51032000,Silver,1,0,7,6,96.85714286,Female,35-44 Years,HCM,For Self,Individual,0
1278,386390422,5970000,Bronze,0,0,2,2,91.0,Female,18-24 Years,HN,For Self,Individual,1
1279,386429001,6280000,Bronze,0,0,2,3,12.5,Female,25-34 Years,ONLINE,For Self,Individual,1
1280,386436142,22851000,Silver,1,0,5,5,39.4,Female,25-34 Years,HN,For Self,Individual,1
1281,386544292,11640000,Bronze,0,0,2,7,97.0,Male,25-34 Years,HCM,Gift to Others,Individual,1
1282,386573579,21980000,Silver,1,0,2,7,52.0,Male,25-34 Years,HCM,Gift to Others,Individual,1
1283,386624738,12380000,Bronze,0,0,3,10,12.0,Female,18-24 Years,HN,For Self,Individual,1
1284,386626042,11370000,Bronze,0,0,2,3,9.5,Female,25-34 Years,HN,For Self,Individual,1
1285,386668160,32043000,Silver,1,0,8,14,63.625,Female,18-24 Years,HN,For Self,Individual,0
1286,386683289,11328000,Bronze,0,0,2,3,53.5,Female,18-24 Years,ONLINE,For Self,Individual,1
1287,386692627,21068000,Silver,1,0,3,9,38.0,Female,18-24 Years,HN,For Self,Individual,1
1288,386714505,61818000,Gold,2,0,3,32,40.66666667,Male,35-44 Years,HN,Gift to Others,Individual,1
1289,386864235,2688000,Bronze,0,0,2,2,6.0,Female,18-24 Years,HN,For Self,Individual,1
1290,387070995,40821180,Bronze,1,1,4,2,153.0,Female,25-34 Years,HN,For Self,Individual,1
1291,387400546,37824000,Silver,1,0,5,22,30.4,Female,25-34 Years,HCM,For Self,Individual,1
1292,387524176,5528000,Bronze,0,0,2,3,13.5,Female,25-34 Years,HCM,For Self,Company,1
1293,387560043,13791000,Bronze,0,0,5,5,38.0,Female,18-24 Years,ONLINE,For Self,Individual,1
1294,387595971,9569000,Bronze,0,0,2,10,81.0,Female,35-44 Years,ONLINE,For Self,Individual,1
1295,387620909,24939000,Silver,1,0,3,0,20.0,Male,25-34 Years,HCM,Gift to Others,Individual,1
1296,387878588,26390000,Silver,1,0,2,9,67.5,Female,18-24 Years,HN,For Self,Individual,0
1297,388118701,33712000,Silver,1,0,5,9,36.6,Female,Unknown,HN,For Self,Individual,1
1298,388222066,7832000,Bronze,0,0,2,1,50.5,Female,18-24 Years,HCM,For Self,Individual,1
1299,388257294,34280000,Silver,1,0,5,11,64.8,Male,25-34 Years,HCM,Gift to Others,Individual,1
1300,3.88E+11,8670000,Bronze,0,0,2,2,36.0,Female,18-24 Years,HN,For Self,Individual,1
1301,388393814,23940000,Silver,1,0,2,3,105.0,Female,18-24 Years,HN,For Self,Individual,0
1302,388538411,4423000,Bronze,0,0,2,1,9.0,Male,25-34 Years,HN,Gift to Others,Individual,1
1303,388729999,52527000,Silver,1,0,11,0,46.63636364,Female,25-34 Years,HN,For Self,Individual,1
1304,388842123,23035000,Silver,1,0,5,9,28.4,Male,25-34 Years,HCM,Gift to Others,Individual,0
1305,388848766,7270000,Bronze,0,0,2,1,90.0,Female,25-34 Years,ONLINE,For Self,Individual,1
1306,388914037,16820000,Bronze,0,0,3,6,8.666666667,Female,25-34 Years,ONLINE,For Self,Individual,1
1307,388914612,17840000,Bronze,0,0,2,4,7.5,Female,25-34 Years,HN,For Self,Individual,1
1308,388948689,7460000,Bronze,0,0,2,3,16.0,Female,25-34 Years,HCM,For Self,Individual,1
1309,389013923,11670000,Bronze,0,0,2,2,11.5,Female,25-34 Years,ONLINE,Gift to Others,Individual,1
1310,389084458,15736000,Bronze,0,0,3,4,60.66666667,Female,18-24 Years,HCM,For Self,Individual,1
1311,389241053,50227500,Gold,2,0,3,24,23.33333333,Female,18-24 Years,HN,For Self,Individual,1
1312,389269888,26210000,Silver,1,0,3,0,2.5,Female,25-34 Years,HCM,For Self,Individual,1
1313,389473333,11727000,Bronze,0,0,2,5,62.0,Female,25-34 Years,HN,For Self,Individual,1
1314,389480330,4180000,Bronze,0,0,2,1,25.0,Female,25-34 Years,ONLINE,For Self,Individual,1
1315,389558210,19272000,Bronze,0,0,4,2,32.5,Female,More than 55,HCM,For Self,Individual,1
1316,389616546,18530000,Bronze,0,0,4,2,41.75,Male,18-24 Years,HN,Gift to Others,Individual,1
1317,389653293,14940000,Bronze,0,0,2,7,102.0,Female,18-24 Years,HCM,For Self,Individual,1
1318,389732868,33863000,Silver,1,0,2,20,17.5,Female,25-34 Years,HCM,For Self,Individual,1
1319,389946017,19752000,Bronze,0,0,4,3,282.75,Female,25-34 Years,HCM,For Self,Individual,1
1320,392023879,7163000,Bronze,0,0,3,4,79.66666667,Female,25-34 Years,HCM,For Self,Individual,1
1321,392042091,24739000,Silver,1,0,3,11,79.33333333,Female,Unknown,HCM,For Self,Individual,1
1322,392053158,5562000,Bronze,0,0,2,1,66.0,Female,18-24 Years,HCM,For Self,Individual,1
1323,392072121,23942000,Silver,1,0,2,2,3.5,Male,25-34 Years,HN,For Self,Individual,1
1324,392168040,7735000,Bronze,0,0,3,3,341.0,Female,25-34 Years,HN,For Self,Individual,1
1325,392226963,4530000,Bronze,0,0,2,2,46.0,Female,25-34 Years,ONLINE,For Self,Individual,1
1326,392494918,23805500,Silver,1,0,4,0,11.5,Female,25-34 Years,HCM,For Self,Individual,1
1327,392679452,20657000,Silver,1,0,3,0,56.33333333,Female,25-34 Years,HCM,For Self,Individual,1
1328,392734736,12802000,Bronze,0,0,2,9,12.5,Female,25-34 Years,HN,For Self,Individual,1
1329,392757045,12326000,Bronze,0,0,3,7,70.0,Female,35-44 Years,HCM,For Self,Individual,1
1330,393215531,5263000,Bronze,0,0,2,1,34.0,Female,25-34 Years,HCM,For Self,Individual,1
1331,393309612,21530000,Silver,1,0,2,0,26.0,Female,Unknown,HN,For Self,Individual,1
1332,393314762,9216000,Bronze,0,0,2,5,157.0,Female,18-24 Years,HCM,For Self,Individual,1
1333,393409465,5138000,Bronze,0,0,2,3,46.5,Female,25-34 Years,HCM,For Self,Individual,1
1334,393434993,14243000,Bronze,0,0,3,2,68.33333333,Male,18-24 Years,HN,For Self,Individual,1
1335,393595004,11661000,Bronze,0,0,2,2,42.0,Male,35-44 Years,HN,Gift to Others,Individual,1
1336,393630045,6633000,Bronze,0,0,2,4,59.0,Male,25-34 Years,HCM,Gift to Others,Individual,1
1337,393732460,15257000,Bronze,0,0,2,14,64.5,Female,18-24 Years,HN,For Self,Individual,1
1338,393786786,32746000,Silver,1,0,4,11,41.25,Female,Unknown,HN,For Self,Individual,1
1339,393838224,11473000,Bronze,0,0,2,1,42.0,Female,18-24 Years,HCM,For Self,Individual,1
1340,393894274,27903000,Silver,1,0,5,12,173.0,Female,18-24 Years,HN,For Self,Individual,0
1341,393911172,19002000,Bronze,0,0,4,10,7.5,Female,25-34 Years,ONLINE,For Self,Individual,1
1342,393936641,16250000,Bronze,0,0,3,3,31.0,Female,25-34 Years,HCM,For Self,Individual,1
1343,393975159,33062000,Silver,1,0,5,0,3.6,Female,More than 55,HN,For Self,Individual,1
1344,394093662,4842000,Bronze,0,0,2,1,74.5,Female,25-34 Years,ONLINE,For Self,Individual,1
1345,394230473,16982000,Bronze,0,0,2,15,27.5,Female,25-34 Years,HCM,For Self,Individual,1
1346,394259972,2388000,Bronze,0,0,2,1,33.5,Female,25-34 Years,HCM,For Self,Individual,1
1347,394283409,30300500,Silver,1,0,4,0,74.25,Female,25-34 Years,HN,For Self,Individual,1
1348,394390765,19000000,Bronze,0,0,2,2,27.5,Female,25-34 Years,HCM,For Self,Individual,1
1349,394416796,26900000,Silver,1,0,5,7,67.2,Female,25-34 Years,HN,For Self,Individual,0
1350,394488779,19201000,Silver,1,0,2,7,3.0,Female,35-44 Years,HCM,For Self,Individual,1
1351,394489929,10196000,Bronze,0,0,2,5,63.5,Male,25-34 Years,ONLINE,Gift to Others,Individual,1
1352,394603565,49283000,Bronze,1,1,10,5,81.3,Female,25-34 Years,HCM,For Self,Individual,0
1353,395078663,41546000,Silver,1,0,4,5,55.75,Female,Unknown,HN,For Self,Individual,0
1354,395119999,22253000,Silver,1,0,4,5,44.5,Female,25-34 Years,HN,For Self,Individual,1
1355,395227756,18860000,Bronze,0,0,2,3,17.5,Female,25-34 Years,HN,For Self,Individual,1
1356,395376909,50717000,Gold,2,0,4,27,68.0,Female,18-24 Years,HCM,For Self,Individual,1
1357,395519095,27553000,Silver,1,0,4,7,69.5,Female,18-24 Years,HN,For Self,Individual,0
1358,395566873,59095000,Gold,1,0,7,0,25.0,Female,18-24 Years,HN,For Self,Individual,1
1359,395758107,18910000,Bronze,0,0,2,6,20.5,Female,18-24 Years,HN,For Self,Individual,1
1360,395961231,11991000,Bronze,0,0,5,1,176.0,Female,25-34 Years,HCM,For Self,Individual,1
1361,395985838,11576000,Bronze,0,0,2,6,8.5,Female,25-34 Years,HN,For Self,Individual,1
1362,396030803,33943000,Silver,1,0,4,12,82.5,Female,Unknown,HN,For Self,Individual,0
1363,396140496,9079000,Bronze,0,0,2,6,124.5,Male,25-34 Years,HN,Gift to Others,Individual,1
1364,396269425,19140000,Silver,1,0,2,0,53.0,Female,Unknown,HCM,For Self,Individual,1
1365,396418953,23516000,Silver,1,0,2,17,102.0,Female,18-24 Years,HN,For Self,Individual,1
1366,396684055,29055000,Silver,1,0,3,25,19.0,Female,25-34 Years,HCM,For Self,Individual,1
1367,396692984,33340000,Silver,1,0,4,2,102.0,Female,18-24 Years,HN,For Self,Individual,0
1368,396899655,6493000,Bronze,0,0,2,1,19.5,Female,35-44 Years,HN,For Self,Individual,1
1369,396931097,1671000,Bronze,0,0,2,1,73.0,Female,25-34 Years,ONLINE,For Self,Individual,1
1370,396959132,11849000,Bronze,0,0,3,5,61.66666667,Female,25-34 Years,ONLINE,Gift to Others,Individual,1
1371,397067344,17430000,Silver,1,0,2,5,1.0,Female,25-34 Years,HN,For Self,Individual,1
1372,397068999,8970000,Bronze,0,0,2,1,83.0,Male,25-34 Years,HCM,Gift to Others,Individual,1
1373,397178667,14550000,Bronze,0,0,3,3,96.66666667,Female,25-34 Years,HCM,For Self,Individual,1
1374,397281036,22794000,Silver,1,0,5,11,71.2,Male,25-34 Years,HCM,Gift to Others,Individual,0
1375,397460411,25190000,Silver,1,0,2,0,41.5,Female,25-34 Years,HN,For Self,Individual,1
1376,397491161,16051000,Bronze,0,0,3,3,46.33333333,Female,25-34 Years,HCM,For Self,Individual,1
1377,397589949,14030000,Bronze,0,0,2,5,17.0,Female,25-34 Years,HCM,For Self,Individual,1
1378,397608009,31410000,Silver,1,0,2,1,4.0,Female,Unknown,HN,For Self,Individual,1
1379,397670025,4243000,Bronze,0,0,2,1,6.0,Female,18-24 Years,HCM,For Self,Individual,1
1380,397726835,12040000,Bronze,0,0,3,4,61.0,Female,25-34 Years,ONLINE,For Self,Individual,1
1381,397977061,6170000,Bronze,0,0,2,2,69.5,Male,35-44 Years,HCM,Gift to Others,Individual,1
1382,398187677,18170000,Bronze,0,0,4,3,148.0,Male,25-34 Years,HN,For Self,Individual,1
1383,398191000,7770000,Bronze,0,0,2,3,9.5,Female,18-24 Years,HN,For Self,Individual,1
1384,398192596,13250000,Bronze,0,0,2,4,24.0,Female,18-24 Years,HN,For Self,Individual,1
1385,398196953,4935000,Bronze,0,0,2,1,29.0,Female,18-24 Years,HN,For Self,Individual,1
1386,398268999,11533000,Bronze,0,0,3,5,74.66666667,Female,25-34 Years,HN,For Self,Individual,1
1387,398278707,6814000,Bronze,0,0,2,1,75.5,Female,25-34 Years,ONLINE,For Self,Individual,1
1388,398361801,25803000,Silver,1,0,3,0,9.333333333,Female,18-24 Years,HCM,For Self,Individual,1
1389,398364264,24958000,Silver,1,0,2,8,80.5,Female,25-34 Years,HN,For Self,Individual,1
1390,398373029,11330000,Bronze,0,0,2,6,124.5,Female,25-34 Years,HCM,For Self,Individual,1
1391,398505090,127624500,Gold,1,0,9,0,30.5,Female,35-44 Years,HCM,For Self,Individual,1
1392,398886669,195826500,Gold,2,0,8,3,35.0,Female,35-44 Years,HCM,For Self,Individual,1
1393,399111485,31138000,Silver,1,0,4,0,56.75,Female,25-34 Years,ONLINE,For Self,Individual,1
1394,399233694,23742000,Silver,1,0,3,7,47.0,Female,25-34 Years,HCM,For Self,Individual,0
1395,399521779,21380000,Silver,1,0,2,6,172.0,Female,25-34 Years,HCM,For Self,Individual,1
1396,399607926,17250000,Bronze,0,0,2,5,33.0,Female,35-44 Years,HN,Gift to Others,Individual,1
1397,399696983,20550000,Silver,1,0,4,11,48.0,Female,18-24 Years,HN,For Self,Individual,1
1398,399799954,7224000,Bronze,0,0,2,1,84.5,Female,25-34 Years,HCM,For Self,Individual,1
1399,399853313,9716000,Bronze,0,0,2,2,98.0,Female,25-34 Years,ONLINE,Gift to Others,Individual,1
1400,399982862,23558000,Silver,1,0,2,10,58.5,Female,25-34 Years,HCM,For Self,Individual,1
1401,399995919,27742000,Silver,1,0,2,0,21.0,Female,Unknown,HCM,For Self,Individual,1
1402,40181000467,22870000,Silver,1,0,2,0,134.5,Female,25-34 Years,HN,For Self,Individual,1
1403,40183000436,21536000,Silver,1,0,3,0,22.33333333,Female,35-44 Years,HN,For Self,Individual,1
1404,40186004311,25970000,Silver,1,0,3,6,6.0,Female,35-44 Years,HN,For Self,Individual,1
1405,40191005658,5783000,Bronze,0,0,2,1,179.0,Female,25-34 Years,HCM,For Self,Individual,1
1406,40196028623,15072000,Bronze,0,0,3,4,30.0,Female,25-34 Years,HCM,For Self,Individual,1
1407,40301000002,37060000,Silver,1,0,4,2,80.0,Unknown,18-24 Years,HN,For Self,Individual,1
1408,40303000101,21021000,Silver,1,0,2,0,29.0,Female,18-24 Years,HCM,For Self,Individual,1
1409,40374689,25620000,Silver,1,0,2,0,10.0,Female,25-34 Years,HN,For Self,Unknown,1
1410,40828347,99085000,Gold,3,1,9,13,119.4444444,Female,18-24 Years,HN,For Self,Individual,0
1411,4088000219,25710000,Silver,1,0,2,0,60.0,Male,35-44 Years,HN,For Self,Individual,1
1412,42094008496,28526000,Silver,1,0,3,15,58.66666667,Female,45-54 Years,HCM,For Self,Individual,0
1413,42169000005,32780000,Silver,1,0,2,0,164.0,Female,45-54 Years,HN,For Self,Individual,1
1414,42182000615,30850000,Bronze,1,1,3,3,452.3333333,Female,35-44 Years,HCM,For Self,Individual,1
1415,42188000488,19110000,Bronze,0,0,2,3,100.0,Female,35-44 Years,HCM,For Self,Individual,1
1416,42188000621,22901000,Silver,1,0,4,0,8.25,Female,25-34 Years,HCM,Gift to Others,Individual,1
1417,42189000936,21800000,Silver,1,0,6,3,34.33333333,Female,25-34 Years,HCM,For Self,Individual,0
1418,44180000015,42410000,Silver,1,0,3,0,450.3333333,Female,35-44 Years,HN,For Self,Individual,0
1419,44185000043,43030000,Silver,1,0,2,0,20.5,Female,Unknown,HCM,For Self,Individual,1
1420,44190001446,34800000,Silver,1,0,2,0,19.5,Female,25-34 Years,HCM,For Self,Individual,1
1421,44199000831,47608000,Silver,1,0,4,9,94.0,Female,25-34 Years,HCM,For Self,Individual,0
1422,45085000060,6858500,Bronze,0,0,4,2,110.0,Male,35-44 Years,HCM,For Self,Individual,1
1423,45195000756,9970000,Bronze,0,0,2,1,66.5,Female,18-24 Years,HCM,For Self,Individual,1
1424,45199007745,43350000,Gold,1,0,2,10,97.0,Female,18-24 Years,HN,For Self,Individual,1
1425,46176000077,21180000,Silver,1,0,3,0,19.66666667,Female,45-54 Years,HCM,For Self,Company,1
1426,46179005175,39494000,Silver,1,0,3,0,26.0,Female,45-54 Years,HCM,For Self,Individual,1
1427,46188000158,5562000,Bronze,0,0,2,1,197.0,Female,25-34 Years,HCM,For Self,Individual,1
1428,46189000191,27371000,Silver,1,0,2,0,88.5,Female,25-34 Years,HCM,For Self,Individual,1
1429,46206013786,56986500,Gold,1,0,2,1,7.5,Male,18-24 Years,HCM,Gift to Others,Individual,1
1430,48092000006,26311500,Silver,1,0,2,0,12.0,Male,25-34 Years,HCM,For Self,Individual,1
1431,48172000126,33359000,Silver,1,0,2,0,37.0,Female,35-44 Years,HN,For Self,Unknown,1
1432,48174000026,73200000,Gold,2,0,2,0,94.5,Female,35-44 Years,HCM,For Self,Individual,1
1433,48185000032,60658000,Gold,2,0,3,0,196.3333333,Female,Unknown,HCM,For Self,Individual,1
1434,48185000082,27632000,Silver,1,0,3,0,17.33333333,Female,Unknown,HCM,Unknown,Unknown,1
1435,48185000105,47373000,Bronze,1,1,12,4,132.3333333,Female,25-34 Years,HCM,For Self,Individual,0
1436,49081000062,76647500,Bronze,2,2,12,2,114.5,Male,35-44 Years,HCM,For Self,Individual,1
1437,49166000030,29190000,Silver,1,0,2,11,46.0,Female,45-54 Years,HCM,For Self,Individual,0
1438,49176015397,6743000,Bronze,0,0,3,2,116.0,Female,35-44 Years,HCM,For Self,Individual,1
1439,49181000022,56008000,Gold,2,0,3,0,116.3333333,Unknown,25-34 Years,HCM,Unknown,Individual,1
1440,49198000065,23205000,Silver,1,0,5,0,29.6,Female,25-34 Years,HCM,For Self,Individual,1
1441,50629804,26662500,Bronze,0,0,8,3,86.875,Female,25-34 Years,HN,For Self,Individual,1
1442,50666805,82823300,Silver,1,0,12,7,85.83333333,Female,25-34 Years,HN,Gift to Others,Company,0
1443,50807117,28809000,Silver,1,0,3,5,74.66666667,Female,25-34 Years,HCM,For Self,Individual,1
1444,5095388,26980000,Silver,1,0,4,0,11.5,Male,18-24 Years,HN,For Self,Individual,1
1445,51018597,9831000,Bronze,0,0,2,2,147.5,Female,25-34 Years,HN,For Self,Individual,1
1446,51174000175,114843000,Silver,3,2,16,9,107.25,Female,35-44 Years,HCM,For Self,Individual,0
1447,51174000207,23723500,Silver,1,0,4,7,35.25,Female,45-54 Years,HCM,For Self,Individual,1
1448,51174000298,38459000,Silver,1,0,6,0,50.66666667,Female,35-44 Years,HCM,For Self,Individual,1
1449,51178000329,135782500,Gold,1,0,4,38,246.0,Female,35-44 Years,HCM,For Self,Individual,0
1450,51182000061,80195400,Bronze,3,2,12,2,99.75,Female,25-34 Years,HCM,For Self,Individual,0
1451,51184000032,28984000,Silver,1,0,2,3,106.5,Female,Unknown,HCM,For Self,Individual,1
1452,51185000565,64860000,Silver,1,0,2,0,297.0,Female,35-44 Years,HCM,For Self,Individual,0
1453,51189000322,40632000,Silver,1,0,4,11,106.75,Female,25-34 Years,HCM,For Self,Individual,0
1454,51190000545,19710000,Silver,1,0,2,7,18.5,Female,25-34 Years,HCM,For Self,Individual,0
1455,51194005618,26957000,Silver,1,0,3,0,14.33333333,Female,Unknown,HCM,For Self,Individual,1
1456,5130001182,20410000,Silver,1,0,2,3,31.5,Female,18-24 Years,HCM,For Self,Individual,1
1457,52176000426,41609500,Bronze,1,1,4,3,165.75,Female,25-34 Years,HCM,For Self,Individual,1
1458,52181000001,36080000,Silver,1,0,7,0,22.0,Female,35-44 Years,HCM,For Self,Unknown,1
1459,52189000083,58530000,Silver,2,1,12,8,157.3846154,Female,25-34 Years,HCM,For Self,Individual,1
1460,52190000009,15205000,Bronze,0,0,5,2,304.2,Female,25-34 Years,HCM,Unknown,Individual,1
1461,52191000222,21448000,Silver,1,0,2,1,11.5,Female,25-34 Years,HCM,For Self,Unknown,1
1462,52301000089,27694000,Silver,1,0,7,3,82.14285714,Female,25-34 Years,HCM,For Self,Individual,0
1463,52304000044,22635000,Silver,1,0,7,5,27.0,Female,18-24 Years,HCM,For Self,Individual,0
1464,5276000273,38302000,Silver,1,0,4,12,62.2,Female,45-54 Years,HCM,For Self,Individual,0
1465,528674630,22370000,Silver,1,0,4,0,12.0,Female,Unknown,HCM,For Self,Individual,1
1466,54069000025,2778000,Bronze,0,0,2,1,121.5,Male,45-54 Years,HCM,Gift to Others,Individual,1
1467,54181000010,26810000,Silver,1,0,2,0,52.5,Female,35-44 Years,HN,For Self,Individual,1
1468,5418600023,1364000,Bronze,0,0,2,1,85.0,Female,25-34 Years,HCM,For Self,Individual,1
1469,54195003505,8051000,Bronze,0,0,2,3,66.0,Female,25-34 Years,HCM,For Self,Individual,1
1470,54195005269,28633000,Silver,1,0,5,11,65.6,Female,25-34 Years,HCM,For Self,Individual,0
1471,559887066,7770000,Bronze,0,0,2,1,13.5,Female,25-34 Years,HN,For Self,Individual,1
1472,56086000032,34150000,Bronze,0,0,7,2,245.8571429,Male,35-44 Years,HCM,Gift to Others,Individual,1
1473,561730000,4235000,Bronze,0,0,3,1,25.66666667,Female,35-44 Years,HCM,Gift to Others,Individual,1
1474,56176001156,24340000,Silver,1,0,2,0,135.5,Female,45-54 Years,HCM,For Self,Individual,0
1475,56178000163,23014000,Silver,1,0,2,0,1.0,Female,35-44 Years,HCM,For Self,Individual,1
1476,56183000204,39351000,Silver,1,0,3,15,40.0,Female,35-44 Years,HCM,For Self,Individual,1
1477,56201011256,15650000,Bronze,0,0,3,6,81.66666667,Male,18-24 Years,HCM,For Self,Individual,1
1479,56373000070,14920000,Bronze,0,0,3,3,40.66666667,Female,18-24 Years,HN,For Self,Individual,1
1480,563996666,12480000,Bronze,0,0,2,5,292.5,Female,18-24 Years,HN,For Self,Individual,1
1481,565765555,25177000,Silver,1,0,4,6,36.25,Female,25-34 Years,HN,For Self,Individual,0
1482,566884219,10470000,Bronze,0,0,2,2,48.0,Female,18-24 Years,HCM,For Self,Individual,1
1483,567879777,5780000,Bronze,0,0,2,1,67.5,Male,25-34 Years,ONLINE,For Self,Individual,1
1484,568629329,10254000,Bronze,0,0,2,15,16.5,Male,25-34 Years,ONLINE,Gift to Others,Individual,1
1485,569022984,7947000,Bronze,0,0,2,6,20.0,Female,18-24 Years,HN,For Self,Individual,1
1486,58178000026,22930000,Silver,1,0,2,0,149.0,Female,35-44 Years,HCM,For Self,Individual,1
1487,58195004684,83441500,Gold,2,0,4,18,73.5,Female,25-34 Years,HCM,For Self,Individual,0
1488,58203006003,11443000,Bronze,0,0,4,1,40.5,Male,18-24 Years,HCM,For Self,Individual,1
1489,582986926,14966000,Bronze,0,0,2,8,38.5,Female,18-24 Years,HN,For Self,Individual,1
1490,58301000044,16133000,Bronze,0,0,3,1,229.6666667,Female,18-24 Years,HCM,For Self,Individual,1
1491,583605067,2742000,Bronze,0,0,2,1,57.5,Female,18-24 Years,ONLINE,For Self,Individual,1
1492,584289676,4420000,Bronze,0,0,2,1,150.0,Female,18-24 Years,HCM,For Self,Individual,1
1493,586565177,10906000,Bronze,0,0,2,4,74.5,Female,25-34 Years,HCM,For Self,Individual,1
1494,587626684,3462000,Bronze,0,0,2,1,39.5,Female,25-34 Years,HCM,For Self,Individual,1
1495,6.00E+11,17701000,Bronze,0,0,2,6,143.0,Male,18-24 Years,HCM,For Self,Individual,1
1496,60090000032,20460000,Silver,1,0,4,0,33.0,Male,25-34 Years,HCM,For Self,Individual,1
1497,60176002894,33795000,Silver,1,0,2,0,1.5,Female,Unknown,HCM,For Self,Individual,1
1498,60177,35969000,Silver,1,0,5,1,216.2,Female,35-44 Years,HCM,For Self,Individual,1
1499,60181000089,22720000,Silver,1,0,2,12,57.5,Female,25-34 Years,HCM,For Self,Individual,0
1500,60185000228,54340000,Silver,2,1,6,21,197.6666667,Female,25-34 Years,HCM,For Self,Individual,0
1501,60189012069,10170000,Bronze,0,0,2,3,34.5,Female,25-34 Years,HCM,For Self,Individual,1
1502,60190000155,6139400,Bronze,0,0,2,2,52.5,Female,25-34 Years,HCM,For Self,Individual,1
1503,60190000272,33117000,Silver,1,0,2,0,3.5,Female,25-34 Years,HCM,For Self,Individual,1
1504,60196000031,45769000,Bronze,0,0,4,3,213.75,Female,25-34 Years,HCM,For Self,Individual,1
1505,60200005948,59313000,Gold,2,0,6,6,41.0,Male,18-24 Years,ONLINE,Gift to Others,Individual,0
1506,60302000002,27217000,Silver,1,0,2,0,149.0,Female,18-24 Years,HCM,For Self,Individual,1
1507,6030300511,34200000,Silver,1,0,2,4,99.0,Female,Unknown,HCM,For Self,Individual,1
1508,60764125,35180000,Bronze,1,1,3,3,155.75,Female,35-44 Years,HN,For Self,Individual,1
1509,60902719,30573000,Silver,1,0,5,6,238.4,Female,25-34 Years,HN,For Self,Individual,0
1510,60977435,29491000,Silver,1,0,2,0,15.5,Female,25-34 Years,HN,For Self,Individual,1
